doc_a,doc_b,similarity,cross_archive,shared_terms
VF_NEW_728_009,VF_NEW_728_035,0.2932,False,"joints, article, visible, ronan point"
TBUK4_152,TBUK4_242,0.2931,False,"ledbury, residents, ledbury towers, neal"
TBUK4_009,TBUK4_082,0.2931,False,"ledbury, options, ledbury estate, residents"
TBUK15_034,TBUK15_042,0.2931,False,"escape, means escape, means, inspection"
TBUK12_006,TBUK3_023,0.2931,True,"national, tower, information, groups"
WESA14_01,WESA_13_1_025,0.2931,True,"fairweather, day, building, public"
WESA_7_1_02,WESA_7_1_05,0.293,False,"bison, national, bison tenants, demolition"
WESA4_1_ 06,WESA_7_1_04,0.2929,True,"bison, tenants, association, taken"
WESA_13_1_052,WESA_13_1_070,0.2929,False,"goodfellow, eveleigh, griffiths, continued"
TBUK4_087,TBUK4_199,0.2929,False,"residents, report, ledbury, options appraisal"
TBUK4_013,TBUK4_196,0.2929,False,"resident project, project group, resident, ledbury"
TBUK4_150,TBUK4_168,0.2928,False,"right return, council, return, ledbury"
TBUK4_150,TBUK4_249,0.2928,False,"right return, residents, southwark, return"
TBUK4_009,TBUK4_221,0.2928,False,"ledbury, residents, ledbury estate, estate"
RP2_02,WESA_2_1_06,0.2927,True,"sinclair point, james sinclair, sinclair, james"
TBUK4_050,TBUK4_062,0.2926,False,"wall, panels, wall panels, external"
IMG_0165,WESA_2_5_02,0.2926,True,"tower block, point rochester, rochester avenue, block"
VF_NEW_728_028,VF_NEW_728_050,0.2925,False,"point, ronan point, ronan, includes"
WESA_13_1_052,WESA_13_1_067,0.2925,False,"goodfellow, wright, eveleigh, griffiths"
TBUK15_024,WESA_2_5_03,0.2924,True,"tenants, newham, block tenants, campaign"
TBUK4_023,TBUK4_037,0.2924,False,"led bury, bury, led, leaseholders"
TBUK3_040,WESA_1_7_07,0.2924,True,"tenants, newham, housing, chairperson"
TBUK1041,RP2_03,0.2923,True,"ronan, ronan point, point, government"
TBUK15_016,TBUK2_001,0.2923,True,"tenants, tower, blocks, tower blocks"
TBUK15_037,WESA_5_3_13,0.2923,True,"morris walk, morris, walk, twa"
VF_NEW_728_050,VF_NEW_728_053,0.2923,False,"point, ronan point, ronan, includes"
TBUK4_245,TBUK4_248,0.2922,False,"residents, tarling, immersion, temporary accommodation"
TBUK12_007,TBUK2_005,0.2922,True,"tenants, tower, blocks, housing"
TBUK15_009,TBUK6_019,0.2922,True,"tower, tower blocks, blocks, tenants"
IMG_0528,IMG_0545,0.2922,False,"bldg, lack, mr, systems"
TBUK4_064,TBUK4_189,0.2922,False,"wall, panels, wall panels, internal"
TBUK4_030,TBUK4_199,0.292,False,"towers, report, ledbury, ledbury towers"
TBUK4_202,TBUK4_203,0.292,False,"report, mike tyrrell, tyrrell, ledbury resident"
WESA_5_4_02,UNCATALOGUED_04,0.292,True,"building, point, ronan point, ronan"
TBUK4_087,TBUK4_148,0.292,False,"options appraisal, appraisal, options, rise blocks"
TBUK4_150,TBUK4_167,0.2919,False,"council, resident, towers, southwark council"
TBUK12_003,TBUK1043,0.2919,True,"blocks, sheffield, tower, tenants"
TBUK1006,TBUK1012,0.2919,False,"rd, fig, diagrams title, drawn diagrams"
TBUK4_058,TBUK4_110,0.2919,False,"cross, walls, cross walls, load"
TBUK1046,UNCATALOGUED_04,0.2918,True,"point, ronan point, ronan, panels"
WESA_13_1_060,WESA_13_1_068,0.2918,False,"goodfellow, griffiths, ee, continued"
TBUK15_030,TBUK15_033,0.2918,False,"tower, tower blocks, network, national tower"
WESA16_01,WESA_5_4_02,0.2918,True,"building, point, ronan point, ronan"
WESA_13_1_056,WESA_13_1_057,0.2918,False,"griffiths, goodfellow, tests, gas"
VF_NEW_728_042,VF_NEW_728_058,0.2917,False,"text summary, explosion, visible text, summary"
VF_NEW_728_022,VF_NEW_728_060,0.2917,False,"visible, text, ronan, text summary"
TBUK3_018,WESA_2_5_03,0.2917,True,"information, tower, tower block, local"
TBUK4_130,TBUK4_170,0.2917,False,"ledbury, southwark, new, towers"
TBUK4_020,TBUK4_249,0.2917,False,"southwark, residents, ledbury, ledbury estate"
NTBTC_01,VF_NEW_728_005,0.2916,True,"ntbtc, ronan point, ronan, point"
WESA_9_2_02,WESA_13_1_021,0.2916,True,"joan, ronan, ronan point, point"
WESA_2_1_06,WESA_2_5_02,0.2916,True,"sinclair point, james sinclair, sinclair, james"
TBUK4_010,TBUK4_087,0.2916,False,"residents, ledbury, project group, cabinet"
TBUK4_192,TBUK4_199,0.2916,False,"ledbury towers, towers, ledbury, appraisal"
TBUK1048,TBUK1054,0.2915,False,"ronan point, ronan, point, blocks"
TBUK4_013,TBUK4_047,0.2915,False,"ledbury estate, ledbury, estate, house"
HTBD_01,NTBTC_01,0.2915,True,"tenants, campaign, block tenants, tower block"
WESA_5_3_03,WESA_5_3_07,0.2914,False,"fothergill, morris walk, morris, clay"
TBUK6_004,HTBD_01,0.2914,True,"tenants, tower, tower block, block"
TBUK3_036,TBUK6_004,0.2913,True,"tower, tower block, tenants campaign, tenants"
WESA_4_8_01,WESA_4_8_06,0.2913,False,"pellant, pellant road, road, ron"
NTBTC_06,WESA16_01,0.2912,True,"point, ronan point, ronan, building"
NTBTC_06,UNCATALOGUED_04,0.2912,True,"point, ronan point, ronan, building"
TBUK1046,WESA16_01,0.2912,True,"point, ronan point, ronan, panels"
TBUK5_010,WESA_9_2_02,0.2911,True,"flats, point, blocks, council"
TBUK4_078,TBUK4_081,0.2911,False,"steel, drawing, panels, title"
TBUK4_134,TBUK4_208,0.2911,False,"arup, residents, ledbury, gerri scott"
IMG_0516,IMG_0560,0.2911,False,"exp, conc, gas, flat"
TBUK1036,WESA_13_1_052,0.291,True,"hodge, noise, explosion, flat"
VF_NEW_728_028,VF_NEW_728_042,0.291,False,"court, builders, includes, text summary"
TBUK15_022,TBUK15_053,0.2908,False,"chap iv, chap, bscp, iv"
WESA_1_12_02,WESA_5_3_11,0.2908,True,"ronan point, ronan, point, joints"
TBUK2_006,TBUK3_023,0.2908,True,"tower, national, tenants, security"
TBUK4_151,TBUK4_167,0.2906,False,"council, homes, ledbury, towers"
WESA_13_1_051,WESA_13_1_061,0.2906,False,"mr, griffiths, eveleigh, gas"
VF_NEW_728_037,VF_NEW_728_057,0.2906,False,"ronan point, ronan, text summary, point"
TBUK4_014,TBUK4_221,0.2906,False,"ledbury, ledbury estate, estate, residents"
TBUK4_062,TBUK4_189,0.2905,False,"wall, panels, cross, connection"
TBUK4_027,TBUK4_173,0.2904,False,"arup, rpg, calford, calford seaden"
NTBTC_02,WESA:1:15_01,0.2904,True,"ronan point, ronan, inquiry, point"
TBUK15_025,TBUK15_030,0.2904,False,"blocks, blocks network, tower, tower blocks"
TBUK4_002,TBUK4_173,0.2904,False,"arup, rpg, calford, calford seaden"
TBUK4_127,TBUK4_190,0.2904,False,"rooms, strengthening, planning, floor"
TBUK2_002,WESA_2_6_02,0.2904,True,"tenants, block, tower, newham"
VF_NEW_728_059,VF_NEW_728_062,0.2904,False,"text summary, visible text, summary, visible"
WESA_13_1_023,WESA_13_1_037,0.2904,False,"mr, ee, watson, engineer"
TBUK3_036,WESA_2_6_02,0.2904,True,"tel, tenants, campaign, tower block"
TBUK1023,NTBTC_01,0.2904,True,"meeting, campaign, tenants, tenants campaign"
WESA_5_2_01,WESA_5_5_02,0.2903,True,"wall, cracks, flat, flats"
WESA_1_9_02,UNCATALOGUED_04,0.2903,True,"point, ronan point, ronan, building"
TBUK4_149,TBUK4_194,0.2903,False,"homes, ledbury, council, new"
TBUK15_026,WESA_3_3_02,0.2903,True,"tenants, safety, blocks, belfast"
WESA_1_7_01,WESA_13_1_026,0.2902,True,"box, wesa, sam webb, webb"
TBUK1025,TBUK3_010,0.2902,True,"tenants, campaign, block, block tenants"
TBUK1041,NTBTC_04,0.2902,True,"ronan point, ronan, point, woodrow anglian"
TBUK12_009,TBUK2_002,0.2901,True,"tenants, blocks, asbestos, block"
WESA_1_7_09,WESA_9_2_02,0.2901,True,"building, ronan point, ronan, point"
TBUK2_001,TBUK3_018,0.29,True,"directory, tower, information, tower blocks"
VF_NEW_728_048,VF_NEW_728_062,0.29,False,"text summary, visible text, summary, visible"
TBUK15_009,TBUK2_010,0.29,True,"blocks, tower, tenants, tower blocks"
TBUK4_084,TBUK4_198,0.2899,False,"homes, cabinet, council, towers"
TBUK12_007,TBUK3_016,0.2898,True,"campaign, local, tower, tower blocks"
TBUK4_010,TBUK4_192,0.2897,False,"ledbury, homes, council, council homes"
WESA_1_9_01,WESA_9_4_01,0.2897,True,"wesa, box, sam webb, webb"
TBUK4_158,TBUK4_247,0.2897,False,"residents, tra hall, tra, ledbury"
TBUK4_100,TBUK4_189,0.2896,False,"panels, wall, investigations, connections"
WESA_13_1_037,WESA_13_1_069,0.2896,False,"ee, mr, goodfellow, ee ee"
TBUK1054,WESA_1_12_02,0.2896,True,"ronan point, ronan, point, panels"
TBUK4_248,TBUK4_249,0.2894,False,"residents, southwark, promised, tra"
TBUK4_025,TBUK4_038,0.2894,False,"led bury, bury, ledbury, estate"
WESA_5_3_05,WESA_5_3_11,0.2893,False,"morris walk, morris, walk, glc"
TBUK4_016,TBUK4_209,0.2893,False,"regarding, raised, attendance, compartmentation"
WESA_1_7_01,WESA_5_4_03,0.2893,True,"box, wesa, sam webb, webb"
TBUK1048,WESA14_01,0.2893,True,"ronan, ronan point, point, building"
WESA_13_1_037,WESA_13_1_049,0.2893,False,"mr, goodfellow, ee, watson"
TBUK3_010,WESA_1_7_07,0.2892,True,"tenants, campaign, block, block tenants"
WESA16_01,WESA_1_9_02,0.2892,True,"point, ronan point, ronan, building"
VF_NEW_728_024,VF_NEW_728_037,0.2892,False,"housing association, ronan point, ronan, text summary"
NTBTC_07,UNCATALOGUED_03,0.2891,True,"ronan point, ronan, point, sam webb"
TBUK4_164,TBUK4_208,0.2891,False,"southwark gov, gov, gov uk, southwark"
VF_NEW_728_044,VF_NEW_728_048,0.289,False,"discusses, text summary, visible text, summary"
UNCATALOGUED_02,WESA_13_1_045,0.289,True,"did, building, mr, point"
WESA_1_12_02,IMG_0168,0.289,True,"ronan point, ronan, point, tenants"
TBUK1003,TBUK1027,0.2889,False,"ronan, tenants, ronan point, point"
TBUK4_070,TBUK4_111,0.2889,False,"floor, failure, weight, leading"
TBUK4_062,TBUK4_068,0.2888,False,"wall, walls, wall panel, panel"
TBUK4_094,TBUK4_100,0.2888,False,"panels, stair, outer, wall panels"
TBUK1006,IMG_0041,0.2888,True,"mortar, lime, site concrete, site"
TBUK4_084,TBUK4_188,0.2887,False,"homes, cabinet, council, towers"
WESA_13_1_037,WESA_13_1_045,0.2887,False,"mr, ee, watson, mr watson"
TBUK15_030,TBUK2_003,0.2887,True,"blocks, tower, tower blocks, national tower"
WESA_7_1_05,WESA_7_1_06,0.2887,False,"bison, rise, rise flats, million"
TBUK12_007,HTBD_01,0.2887,True,"tenants, tower, campaign, blocks"
TBUK4_089,TBUK4_170,0.2887,False,"team, ledbury, southwark gov, gov uk"
TBUK4_151,TBUK4_220,0.2886,False,"ledbury, council, ledbury action, action group"
TBUK4_082,TBUK4_168,0.2886,False,"options, ledbury, options appraisal, appraisal"
TBUK4_009,TBUK4_194,0.2886,False,"ledbury, options, homes, option"
TBUK15_019,TBUK15_027,0.2886,False,"safety, instructions, tenants, ask"
TBUK4_248,TBUK4_256,0.2885,False,"residents, immersion, district heating, tra"
TBUK12_001,TBUK2_008,0.2885,True,"tower, directory, tower blocks, national"
NTBTC_04,VF_NEW_728_006,0.2885,True,"ronan point, ronan, point, woodrow anglian"
TBUK1041,WESA_5_3_13,0.2884,True,"ronan point, point, ronan, blocks"
TBUK3_010,HTBD_01,0.2884,True,"tower, tower block, block tenants, block"
VF_NEW_728_059,VF_NEW_728_065,0.2884,False,"criticism, text, text summary, visible text"
TBUK4_170,TBUK4_249,0.2883,False,"ledbury, residents, southwark, right return"
TBUK1043,TBUK2_008,0.2883,True,"blocks, national, tower, national tower"
TBUK15_015,TBUK2_003,0.2883,True,"tenants, safety, blocks, tower"
TBUK4_082,TBUK4_225,0.2883,False,"ledbury, options, options appraisal, consultation"
TBUK4_041,TBUK4_095,0.2882,False,"intrusive investigations, intrusive, investigations, disproportionate collapse"
