doc_a,doc_b,similarity,cross_archive,shared_terms
TBUK4_068,TBUK4_100,0.1566,False,"wall, investigations, walls, floor"
TBUK15_033,WESA_5_5_02,0.1566,True,"tower, london borough, tower hamlets, hamlets"
TBUK5_014,WESA_11_1_03,0.1566,True,"point, ronan point, ronan, building"
TBUK15_037,TBUK4_047,0.1566,True,"house, london, twa, built taylor"
TBUK2_004,VF_NEW_728_018,0.1566,True,"blocks, tower blocks, tower, seven"
TBUK1041,TBUK3_021,0.1566,True,"party, labour, tower, labour party"
TBUK15_042,TBUK5_010,0.1566,True,"blocks, inspection, flats, block"
VF_NEW_728_037,VF_NEW_728_044,0.1565,False,"text summary, visible text, summary, visible"
TBUK4_077,TBUK4_195,0.1565,False,"house, sarnsfield house, bromyard, sarnsfield"
TBUK7_002,WESA16_01,0.1565,True,"point, ronan point, panel, ronan"
TBUK4_063,WESA_5_5_02,0.1565,True,"wall, walls, resistance, panels"
VF_NEW_728_021,VF_NEW_728_048,0.1565,False,"discusses, text, visible text, visible"
TBUK4_216,WESA_1_11_07,0.1565,True,"ronan point, building, ronan, point"
TBUK4_081,TBUK6_010,0.1565,True,"wall, slab, details, steel"
WESA_1_7_08,IMG_0171,0.1565,True,"newham, point, tenants, built"
TBUK4_140,TBUK4_257,0.1565,False,"residents, blocks, different, concerns"
TBUK1052,WESA_1_10_03,0.1565,True,"ronan point, ronan, point, building"
NTBTC_06,WESA_4_8_04,0.1565,True,"block, tower, tower block, built tower"
TBUK4_080,IMG_0527,0.1565,True,"wall, panels, wall panel, panel"
TBUK4_216,WESA_1_10_18,0.1565,True,"ronan point, building, ronan, point"
HTBD_03,NTBTC_01,0.1565,True,"committee, chairman, housing, ronan"
WESA_1_10_15,WESA_1_12_02,0.1565,True,"flat, room, ronan point, ronan"
TBUK12_004,WESA_13_1_016,0.1565,True,"building, builders, buildings, report"
TBUK4_213,TBUK4_246,0.1565,False,"southwark, alarm, safety, residents"
IMG_0039,WESA_5_5_03,0.1565,True,"london borough, borough, london, estate"
TBUK15_042,TBUK7_002,0.1565,True,"blocks, large panel, large, tower blocks"
TBUK15_005,WESA_9_2_02,0.1565,True,"tenants, block, building, blocks"
TBUK4_163,TBUK4_232,0.1565,False,"ledbury, residents, southwark, estate"
TBUK4_048,WESA_1_7_09,0.1565,True,"building, blocks, wind, storeys"
TBUK12_009,WESA_1_7_09,0.1564,True,"blocks, building, block, residents"
TBUK4_130,TBUK4_217,0.1564,False,"council, residents, mean, large"
TBUK12_004,TBUK3_014,0.1564,True,"play, children, tenants, estates"
TBUK2_010,WESA_4_5_02,0.1564,True,"tenants, problems, tel, flats"
TBUK4_137,TBUK4_211,0.1564,False,"grenfell, safe, understand, safety"
TBUK15_044,WESA_1_9_02,0.1564,True,"point, ronan point, ronan, floor"
NTBTC_07,WESA_8_1_06,0.1564,True,"flats, ronan point, ronan, point"
TBUK4_241,TBUK4_242,0.1564,False,"ledbury, viewing, properties, residents"
WESA14_01,WESA_5_3_06,0.1564,True,"tenants, like, engineers, mr"
WESA_1_10_05,WESA_1_12_02,0.1564,True,"point, ronan point, ronan, borough architect"
WESA_5_6_03,UNCATALOGUED_02,0.1564,True,"building, london, buildings, structure"
WESA_2_1_03,WESA_5_3_13,0.1564,True,"morris walk, morris, walk, walk estate"
WESA_11_1_03,WESA_13_1_072,0.1564,True,"building, gas, newham, ministry"
WESA_7_1_08,UNCATALOGUED_02,0.1564,True,"building, bison, fell, mr"
VF_NEW_728_003,WESA:1:15_01,0.1564,True,"ronan point, ronan, point, tenants"
IMG_0516,WESA_7_1_07,0.1564,True,"flats, went, outside, inside"
TBUK4_034,TBUK4_095,0.1564,False,"house, bromyard house, bromyard, blocks"
TBUK12_005,HTBD_02,0.1564,True,"groups, street south, links high, high street"
TBUK3_036,VF_NEW_728_011,0.1564,True,"tenants campaign, campaign, tenants, tower"
TBUK7_002,UNCATALOGUED_04,0.1564,True,"point, ronan point, panel, ronan"
TBUK15_005,TBUK15_034,0.1564,False,"block, spread, means, tower"
WESA4_1_ 04,WESA_1_12_02,0.1564,True,"tenants, flats, rates, tribunal"
TBUK4_087,TBUK4_174,0.1564,False,"residents, report, tenants, ledbury"
TBUK4_011,TBUK4_095,0.1564,False,"house, bromyard house, bromyard, blocks"
WESA_1_12_03,WESA_2_6_02,0.1564,True,"tenants, point, ronan, meeting"
TBUK4_033,TBUK6_012,0.1563,True,"council homes, council, right, homes"
VF_NEW_728_015,IMG_0171,0.1563,True,"handwritten, newham"
TBUK15_009,WESA_9_2_02,0.1563,True,"blocks, london, escape, tower"
VF_NEW_728_011,WESA_2_5_02,0.1563,True,"tenants campaign, campaign, tenants, point"
NTBTC_03,IMG_0569,0.1563,True,"minister, members, practice, dated"
HTBD_01,WESA_2_1_01,0.1563,True,"tenants, campaign, newham, tower"
TBUK4_028,TBUK4_037,0.1563,False,"rpg, works, members, rpg members"
TBUK15_007,TBUK15_025,0.1563,False,"blocks, safety, sheffield, work"
HTBD_01,WESA_9_2_02,0.1563,True,"tenants, newham, set, flat"
TBUK4_033,TBUK4_163,0.1563,False,"ledbury, right return, residents, return"
TBUK2_010,TBUK4_229,0.1563,True,"blocks, council, tower, tower blocks"
TBUK4_113,WESA_13_1_016,0.1563,True,"wall, gas, wind, designed"
VF_NEW_728_037,WESA_1_12_02,0.1563,True,"ronan point, ronan, point, block"
TBUK12_009,WESA_4_3_02,0.1563,True,"block, tenants, problems, flats"
TBUK4_134,TBUK4_147,0.1563,False,"southwark, residents, ledbury, strategic director"
TBUK4_135,TBUK4_158,0.1563,False,"residents, meeting, blocks, ledbury"
WESA_1_10_05,WESA14_01,0.1563,True,"point, ronan, ronan point, engineer"
TBUK15_037,TBUK1036,0.1563,True,"ronan point, ronan, flats, point"
TBUK4_077,TBUK4_127,0.1563,False,"strengthening, steel, floor, strengthening works"
TBUK12_009,TBUK3_018,0.1563,True,"information, groups, ways, tower"
TBUK1036,WESA_13_1_056,0.1563,True,"hodge, flat, miss hodge, miss"
TBUK3_031,WESA_1_7_07,0.1563,True,"tenants, campaign, tenants campaign, newham"
TBUK4_069,TBUK4_096,0.1563,False,"wall, investigations, flank wall, flank"
TBUK4_149,TBUK4_199,0.1563,False,"ledbury, towers, residents, option"
TBUK12_009,TBUK13_001,0.1563,True,"blocks, tower, block, tower blocks"
TBUK1024,WESA_5_3_15,0.1563,True,"engineers, tenants, test, wall"
NTBTC_07,WESA_5_7_03,0.1563,True,"flats, ronan point, ronan, building"
TBUK4_181,TBUK4_257,0.1563,False,"asked, arup, works, major works"
TBUK2_009,VF_NEW_728_023,0.1563,True,"blocks, tenants, london, community"
TBUK4_177,TBUK4_203,0.1563,False,"project group, mike, lbs, ledbury"
IMG_0537,WESA_1_12_04,0.1562,True,"june, letter, westminster, bs"
TBUK4_152,TBUK4_246,0.1562,False,"ledbury, ledbury estate, estate, residents"
TBUK1027,UNCATALOGUED_01,0.1562,True,"ronan, ronan point, point, implications"
TBUK4_228,TBUK6_019,0.1562,True,"danielle gregory, danielle, gregory, tower"
TBUK4_031,TBUK4_084,0.1562,False,"options, council, ledbury, option"
TBUK4_010,TBUK4_218,0.1562,False,"residents, ledbury, right return, council"
TBUK4_113,WESA16_01,0.1562,True,"panels, wall, floor, workmanship"
TBUK15_049,TBUK7_002,0.1562,True,"large, large panel, panel, gas"
TBUK4_007,TBUK4_084,0.1562,False,"options, council, ledbury, option"
TBUK15_037,UNCATALOGUED_02,0.1562,True,"ronan, ronan point, point, london"
TBUK4_229,WESA_5_2_05,0.1562,True,"gas, mr, flat, council"
TBUK12_004,TBUK1046,0.1562,True,"research, panel, building research, research establishment"
TBUK2_004,TBUK4_214,0.1562,True,"tower blocks, blocks, tower, block"
TBUK4_085,TBUK4_211,0.1562,False,"block, works, bromyard, bromyard house"
TBUK15_007,WESA4_1_ 07,0.1562,True,"councils, council, survey, blocks"
TBUK1036,VF_NEW_728_028,0.1562,True,"ronan point, ronan, point, high"
WESA_3_3_02,WESA_5_7_07,0.1562,True,"tenants, housing, council, condensation"
TBUK12_004,TBUK2_007,0.1562,True,"blocks, details, local, children"
TBUK3_015,NTBTC_06,0.1562,True,"block, tower block, tower, problems"
TBUK4_242,TBUK4_243,0.1562,False,"ledbury, viewing, properties, residents"
UNCATALOGUED_02,WESA_13_1_035,0.1562,True,"building, like, think, point"
TBUK1054,VF_NEW_728_026,0.1562,True,"bdp, ronan point, ronan, point"
VF_NEW_728_016,WESA14_01,0.1562,True,"ronan, ronan point, point, page"
TBUK4_093,TBUK4_126,0.1562,False,"investigations, strengthening, ledbury estate, blocks ledbury"
TBUK1011,VF_NEW_728_006,0.1561,True,"woodrow anglian, anglian, taylor woodrow, woodrow"
IMG_0041,WESA_5_5_02,0.1561,True,"flat, floor, cracks, lift"
NTBTC_09,VF_NEW_728_039,0.1561,True,"webb, ronan point, ronan, point"
TBUK12_003,WESA_5_3_09,0.1561,True,"blocks, tenants, estates, problems"
TBUK4_168,TBUK4_239,0.1561,False,"council, ledbury, southwark council, residents"
TBUK4_229,WESA_1_7_09,0.1561,True,"blocks, mr, ronan point, ronan"
TBUK15_048,WESA_5_2_05,0.1561,True,"gas, report, use, explosion"
TBUK4_083,HTBD_03,0.1561,True,"report, blocks, council, housing"
VF_NEW_728_025,UNCATALOGUED_02,0.1561,True,"ronan, ronan point, point, east"
TBUK5_013,WESA_11_1_02,0.1561,True,"estate, webb, sam webb, sam"
TBUK15_018,TBUK2_004,0.1561,True,"tenants, blocks, doors, safety"
IMG_0572,WESA_1_7_09,0.1561,True,"newham, minister, building, arise"
TBUK2_006,WESA4_1_ 08,0.1561,True,"tenants, health, black, asbestos"
IMG_0578,WESA_13_1_037,0.1561,True,"mr, point, engineer, vol"
WESA14_01,WESA_7_1_08,0.1561,True,"building, bison, fell, mr"
WESA_9_2_02,WESA_13_1_063,0.1561,True,"building, wall, floor, engineers"
TBUK15_033,TBUK4_011,0.1561,True,"tower, tower blocks, report, blocks"
WESA_5_3_15,WESA_8_1_03,0.1561,True,"webb, ronan, ronan point, point"
TBUK15_033,TBUK4_034,0.1561,True,"tower, tower blocks, report, blocks"
TBUK2_005,TBUK3_040,0.1561,True,"tenants, housing, association, tower"
TBUK12_003,VF_NEW_728_002,0.1561,True,"blocks, tenants, tower, council"
NTBTC_07,WESA_2_1_06,0.1561,True,"point, blocks, newham, estate"
TBUK1056,IMG_0171,0.1561,True,"borough, newham, point, borough newham"
TBUK15_026,TBUK2_008,0.1561,True,"tenants, blocks, safety, ntbn"
TBUK4_036,TBUK4_229,0.1561,False,"ledbury, bird, ledbury estate, estate"
TBUK4_183,TBUK6_007,0.1561,True,"arup, works, investigations, towers"
TBUK3_015,TBUK3_017,0.1561,False,"structural problems, problems, tower, issues"
IMG_0581,WESA_5_3_06,0.1561,True,"mr webb, webb, mr, practice"
NTBTC_03,WESA_1_7_09,0.1561,True,"minister, public, changes, mr"
TBUK4_019,TBUK4_168,0.156,False,"resident, right return, council, return"
TBUK2_006,TBUK4_083,0.156,True,"blocks, tower blocks, tower, estate"
TBUK4_044,TBUK4_049,0.156,False,"figure, house, peterchurch house, blocks"
TBUK12_003,TBUK3_018,0.156,True,"tower, blocks, tower blocks, information"
TBUK6_020,WESA_3_3_02,0.156,True,"blocks, tenants, action, knowledge"
TBUK15_037,TBUK1027,0.156,True,"block, ronan, gaps, ronan point"
TBUK4_242,WESA_3_3_02,0.156,True,"tenants, blocks, health, use"
NTBTC_01,VF_NEW_728_028,0.156,True,"ronan point, ronan, point, newham"
TBUK4_144,TBUK4_153,0.156,False,"residents, tra, july, ledbury"
TBUK15_009,WESA_1_7_09,0.156,True,"blocks, tower, safety, tower blocks"
TBUK15_012,TBUK2_005,0.156,True,"tower, safety, blocks, estate"
VF_NEW_728_035,VF_NEW_728_060,0.156,False,"visible, text, ronan, visible text"
TBUK2_002,TBUK4_134,0.156,True,"blocks, tower, tower blocks, block"
TBUK4_101,WESA_5_5_02,0.156,True,"wall, panels, reinforcing, stairs"
TBUK4_119,WESA_1_10_11,0.156,True,"wall floor, wall, floor, connections"
TBUK12_004,TBUK1048,0.156,True,"blocks, research, bre, defects"
IMG_0522,WESA_13_1_017,0.156,True,"joints, flank, walls, bearing"
TBUK1027,WESA_2_1_05,0.156,True,"tel, block, frances, survey"
TBUK15_011,TBUK15_046,0.156,False,"doors, tenants, inspection, lobby"
TBUK1041,WESA_5_6_02,0.156,True,"blocks, london, tower blocks, tower"
TBUK15_044,WESA_13_1_021,0.156,True,"ronan, ronan point, point, test"
TBUK4_226,TBUK4_227,0.156,False,"ledbury, towers, residents, ledbury towers"
TBUK13_001,TBUK5_014,0.156,True,"tower, blocks, point, estate"
TBUK15_037,VF_NEW_728_023,0.1559,True,"twa, ronan point, ronan, london"
VF_NEW_728_012,VF_NEW_728_053,0.1559,False,"million, block, point, visible text"
TBUK15_044,TBUK1024,0.1559,True,"test, minutes, freemasons, july"
TBUK12_004,WESA:9:1_01,0.1559,True,"large panel, large, blocks, twa"
TBUK1012,TBUK1016,0.1559,False,"diagram, title, text, drawn"
VF_NEW_728_003,VF_NEW_728_017,0.1559,False,"ronan point, ronan, point, visible"
TBUK4_149,TBUK4_228,0.1559,False,"southwark, ledbury, southwark council, council"
NTBTC_03,WESA_1_10_09,0.1559,True,"spearing, signed, nigel spearing, department environment"
WESA3_5_02,WESA_5_3_15,0.1559,True,"flats, blocks, mr, series"
TBUK15_037,TBUK6_005,0.1559,True,"contract, concrete, twa, ronan point"
TBUK15_025,TBUK3_028,0.1559,True,"association, tenants association, sheffield, housing department"
VF_NEW_728_055,IMG_0570,0.1559,True,"point, ronan point, ronan, pay"
IMG_0579,WESA_1_9_02,0.1559,True,"explosion, collapse, building, wall"
TBUK3_026,TBUK3_036,0.1559,False,"tower, newham, tenants, campaign"
VF_NEW_728_002,WESA:9:1_01,0.1559,True,"ronan, ronan point, point, blocks"
TBUK2_005,WESA:9:1_01,0.1559,True,"estate, blocks, housing, tower"
TBUK12_003,TBUK15_024,0.1559,True,"tenants, blocks, tower, tower block"
TBUK1029,VF_NEW_728_053,0.1559,True,"government, liability, ronan point, ronan"
TBUK4_063,TBUK6_018,0.1559,True,"wall, floor, resistance, flank"
TBUK4_006,TBUK4_254,0.1559,False,"leaseholders, cabinet, meeting, tenants"
TBUK15_047,WESA_5_3_09,0.1559,True,"years, adequate, hotel, point"
TBUK4_154,WESA_9_2_02,0.1558,True,"flats, grenfell, flat, gaps"
RP1_01,WESA_13_1_049,0.1558,True,"gas, explosion, point, load"
TBUK4_137,WESA_1_12_02,0.1558,True,"ronan point, ronan, point, flat"
VF_NEW_728_037,VF_NEW_728_054,0.1558,False,"text summary, visible text, summary, visible"
TBUK15_036,WESA_1_7_09,0.1558,True,"blocks, building, built, construction"
NTBTC_09,VF_NEW_728_058,0.1558,True,"ronan, evidence, explosion, inquiry"
TBUK4_100,UNCATALOGUED_04,0.1558,True,"panels, floor, workmanship, wall"
TBUK1022,WESA_3_3_02,0.1558,True,"tenants, blocks, housing, council"
TBUK4_250,TBUK4_251,0.1558,False,"happen, suggestions, going"
TBUK15_033,TBUK3_021,0.1558,True,"tower, groups, tower block, block"
TBUK4_037,TBUK4_197,0.1558,False,"ledbury, ledbury estate, estate, project"
VF_NEW_728_003,WESA_5_3_13,0.1558,True,"ronan point, ronan, point, estate"
TBUK1027,VF_NEW_728_051,0.1558,True,"ronan, ronan point, point, blocks"
TBUK14_003,TBUK1057,0.1558,True,"illegible, ham, east, east ham"
WESA_1_12_02,WESA_13_1_063,0.1558,True,"joints, building, engineers, experts"
TBUK15_036,UNCATALOGUED_02,0.1558,True,"building, london, buildings, blocks"
TBUK1013,TBUK1016,0.1558,False,"screed, mortar, title, mesh"
TBUK2_006,TBUK3_009,0.1558,True,"tower, high, street, tenants"
HTBD_01,IMG_0166,0.1558,True,"block, block tenants, tower block, tenants"
TBUK12_003,TBUK15_004,0.1558,True,"blocks, tower, tower blocks, caption"
TBUK5_010,WESA_8_1_05,0.1558,True,"flats, risk, blocks, point"
TBUK1048,TBUK2_005,0.1558,True,"blocks, block, demolition, refurbishment"
TBUK2_010,TBUK4_149,0.1558,True,"tenants, council, estate, flats"
TBUK15_030,TBUK3_036,0.1558,True,"tower, national, tower blocks, blocks"
WESA_4_6_01,WESA_13_1_023,0.1558,True,"january, time, know, march"
TBUK15_004,TBUK2_005,0.1558,True,"tower, blocks, tower blocks, death"
VF_NEW_728_053,VF_NEW_728_060,0.1558,False,"visible, text, ronan, visible text"
TBUK3_010,WESA_5_3_15,0.1558,True,"ronan, ronan point, point, blocks"
TBUK15_033,TBUK15_036,0.1558,False,"london, blocks, tower, block"
VF_NEW_728_038,VF_NEW_728_049,0.1558,False,"text summary, visible text, summary, visible"
WESA_5_2_04,WESA_13_1_032,0.1558,True,"gas, like, explosion, heating"
TBUK4_136,TBUK4_163,0.1558,False,"residents, ledbury, southwark, properties"
TBUK4_053,TBUK4_100,0.1558,False,"panels, investigations, stair, reinforcement"
TBUK4_163,TBUK4_213,0.1557,False,"residents, properties, home, southwark"
TBUK12_003,TBUK4_085,0.1557,True,"blocks, refurbishment, block, community"
TBUK5_010,IMG_0164,0.1557,True,"sam, council, ronan, point"
TBUK4_014,TBUK4_042,0.1557,False,"ledbury estate, ledbury, estate, council"
TBUK15_024,TBUK3_041,0.1557,True,"newham, tenants, campaign, tower"
IMG_0570,WESA_5_3_11,0.1557,True,"angles, point, ronan point, ronan"
VF_NEW_728_021,VF_NEW_728_049,0.1557,False,"ronan point, ronan, point, text"
TBUK1041,TBUK3_017,0.1557,True,"people, tower, tower blocks, blocks"
TBUK4_168,TBUK4_246,0.1557,False,"ledbury, southwark, resident, response"
TBUK3_038,VF_NEW_728_005,0.1557,True,"ntbtc, tower, tower block, block"
TBUK4_182,TBUK4_210,0.1557,False,"arup, ledbury, residents, investigation"
WESA_5_4_02,WESA_13_1_071,0.1557,True,"building, regulations, given, mr"
VF_NEW_728_057,WESA_5_3_13,0.1557,True,"ronan point, ronan, point, claims"
TBUK4_029,WESA_1_9_02,0.1557,True,"bedroom, wall, floor, building"
TBUK5_014,IMG_0039,0.1557,True,"point, tower, estate, london"
WESA_2_1_06,IMG_0164,0.1557,True,"people, come, point, council"
IMG_0525,WESA_1_12_03,0.1557,True,"mr, bedroom, use, situation"
TBUK4_037,TBUK6_007,0.1557,True,"works, ledbury, ledbury estate, estate"
WESA14_01,WESA_5_6_03,0.1557,True,"building, london, buildings, structure"
TBUK4_063,TBUK4_119,0.1557,False,"wall, walls, floor, flank"
NTBTC_02,WESA_11_1_03,0.1557,True,"press, inquiry, ronan point, ronan"
TBUK15_033,TBUK3_025,0.1556,True,"london, london borough, borough, tower"
TBUK1048,TBUK1056,0.1556,False,"dismantling, ronan point, ronan, point"
WESA_5_7_07,WESA_7_1_12,0.1556,True,"nottingham, basford, council, flats"
TBUK12_009,TBUK2_007,0.1556,True,"blocks, tower blocks, tower, asbestos"
TBUK4_080,WESA_5_2_01,0.1556,True,"wall, panel, joints, floor"
WESA_5_3_13,WESA_13_1_002,0.1556,True,"ronan point, ronan, point, inquiry"
TBUK4_174,TBUK4_181,0.1556,False,"mt, pg, rpg, ab"
VF_NEW_728_015,UNCATALOGUED_01,0.1556,True,"handwritten, note"
TBUK6_018,WESA_1_10_17,0.1556,True,"mm, wall, floor, resistance"
TBUK4_103,WESA_1_11_06,0.1556,True,"resistance, wall, steel, confirm"
WESA_13_1_017,WESA_13_1_027,0.1556,False,"mr, bowen, page, ee"
TBUK14_003,WESA_13_1_035,0.1556,True,"mayor, councillor, chair, borough"
TBUK5_007,IMG_0168,0.1556,True,"ronan point, ronan, point, housing"
TBUK1054,TBUK2_004,0.1556,True,"blocks, tenants, gas, local"
IMG_0551,WESA_9_3_02,0.1556,True,"illegible, man, test, act"
TBUK4_005,WESA_13_1_016,0.1556,True,"bedroom, building, plan, standards"
WESA14_01,WESA_13_1_035,0.1556,True,"building, like, think, point"
TBUK1051,WESA_5_3_09,0.1556,True,"october, problems, state, blocks"
TBUK4_204,HTBD_03,0.1556,True,"council, scheme, works, housing"
VF_NEW_728_006,VF_NEW_728_063,0.1556,False,"visible text, visible, court, text"
TBUK4_149,WESA4_1_ 04,0.1556,True,"tenants, flats, council, homes"
TBUK15_041,WESA_9_2_02,0.1556,True,"escape, building, point, blocks"
TBUK4_201,TBUK4_241,0.1555,False,"properties, bromyard, remaining, january"
TBUK4_186,TBUK6_014,0.1555,True,"residents, homes, resident, estate"
TBUK6_007,WESA_13_1_027,0.1555,True,"works, hall, noise, break"
TBUK4_084,TBUK4_204,0.1555,False,"council, properties, july, ledbury"
VF_NEW_728_007,VF_NEW_728_055,0.1555,False,"text, visible, page"
WESA_3_3_02,WESA_7_1_05,0.1555,True,"blocks, tower, tower blocks, tenants"
IMG_0540,IMG_0559,0.1555,False,"aug, july, mr"
TBUK15_046,TBUK2_006,0.1555,True,"tenants, doors, escape, areas"
TBUK1052,WESA_2_1_06,0.1555,True,"point, blocks, estate, campaign"
TBUK4_142,TBUK4_158,0.1555,False,"residents, blocks, ledbury, ledbury estate"
TBUK4_173,TBUK4_184,0.1555,False,"ab, arup, rpg, ch"
TBUK6_005,NTBTC_09,0.1555,True,"ronan point, ronan, gas, point"
IMG_0570,IMG_0576,0.1555,False,"point, angles, steel, strengthening"
TBUK4_164,TBUK4_247,0.1555,False,"southwark, ledbury, staff, tra hall"
TBUK3_038,TBUK6_003,0.1555,True,"national, issue, people, radio"
VF_NEW_728_023,WESA:1:15_01,0.1555,True,"ronan point, ronan, point, came"
TBUK4_130,TBUK4_225,0.1555,False,"ledbury, towers, residents, ledbury towers"
TBUK5_012,RP1_01,0.1555,True,"blocks, buildings, point, advice"
TBUK15_045,WESA_1_10_11,0.1555,True,"construction, buildings, building, tower"
WESA_5_3_15,WESA_13_1_060,0.1555,True,"gas, kent, morris, morris walk"
TBUK15_024,TBUK3_033,0.1555,True,"newham, tenants, campaign, tower"
WESA_5_3_06,UNCATALOGUED_02,0.1555,True,"tenants, like, engineers, mr"
TBUK2_006,TBUK4_212,0.1555,True,"safety, blocks, tower blocks, tower"
TBUK4_089,TBUK4_199,0.1555,False,"ledbury, item, report, ledbury towers"
VF_NEW_728_002,VF_NEW_728_057,0.1555,False,"ronan point, text, ronan, point"
TBUK4_101,TBUK6_010,0.1555,True,"wall, details, floor, panel"
IMG_0571,WESA_5_3_15,0.1554,True,"ronan, ronan point, point, joint"
TBUK12_009,WESA_9_2_02,0.1554,True,"flats, floor, tenants, blocks"
TBUK4_016,TBUK4_134,0.1554,False,"raised, regarding, ledbury, cracks"
TBUK4_145,TBUK4_223,0.1554,False,"ledbury, gerri, ledbury estate, residents"
VF_NEW_728_024,IMG_0168,0.1554,True,"ronan point, ronan, point, taylor woodrow"
TBUK6_018,WESA_1_11_06,0.1554,True,"mm, wall, floor, resistance"
TBUK4_042,TBUK4_168,0.1554,False,"southwark council, council, arup, ledbury"
TBUK15_022,TBUK4_190,0.1554,True,"height, regulations, building regulations, building"
TBUK4_005,WESA_1_9_02,0.1554,True,"bedroom, wall, floor, building"
TBUK4_018,TBUK5_014,0.1554,True,"strengthening works, towers, works, confirm"
TBUK4_013,TBUK4_164,0.1554,False,"ledbury, ledbury estate, estate, southwark"
TBUK1046,TBUK1056,0.1554,False,"dismantling, ronan point, ronan, point"
TBUK4_090,TBUK4_152,0.1554,False,"tyrrell, mike tyrrell, director, mike"
TBUK4_014,TBUK4_210,0.1554,False,"ledbury estate, ledbury, estate, residents"
TBUK1030,WESA_13_1_049,0.1554,True,"wall, explosion, gas, joints"
TBUK1018,TBUK1021,0.1554,False,"tower, tower blocks, newham, david"
TBUK4_212,TBUK5_012,0.1554,True,"blocks, safety, residents, southwark"
TBUK2_006,VF_NEW_728_011,0.1554,True,"tenants, blocks, women, tower blocks"
TBUK1023,TBUK1036,0.1554,False,"point, tenants, campaign, ronan point"
TBUK3_036,TBUK7_004,0.1554,True,"tower, tower block, block, block tenants"
TBUK4_087,TBUK4_242,0.1554,False,"residents, ledbury, resident, independent"
RP1_01,VF_NEW_728_031,0.1554,True,"ronan point, ronan, point, woodrow anglian"
TBUK4_256,TBUK6_014,0.1554,True,"residents, homes, ve, concerns"
WESA_13_1_053,WESA_13_1_062,0.1554,False,"rp, ee, goodfellow, eveleigh"
TBUK2_001,TBUK4_216,0.1554,True,"tenants, blocks, tower, tower blocks"
TBUK1048,TBUK6_017,0.1553,True,"ronan point, ronan, point, wall floor"
TBUK2_006,WESA_7_1_12,0.1553,True,"manchester, tenants, blocks, council"
TBUK4_019,TBUK4_169,0.1553,False,"resident, repairs, southwark, ledbury"
VF_NEW_728_038,VF_NEW_728_040,0.1553,False,"housing, text summary, visible text, summary"
TBUK4_201,TBUK4_243,0.1553,False,"properties, bromyard, remaining, january"
WESA_4_8_06,UNCATALOGUED_02,0.1553,True,"point, ronan, ronan point, think"
TBUK1036,VF_NEW_728_045,0.1553,True,"ronan point, ronan, point, second"
TBUK4_083,TBUK4_217,0.1553,False,"residents, blocks, arup, large"
TBUK12_004,WESA_5_3_09,0.1553,True,"building, tenants, report, blocks"
TBUK12_007,TBUK1022,0.1553,True,"tenants, blocks, campaign, meeting"
VF_NEW_728_034,VF_NEW_728_035,0.1553,False,"visible, visible text, design, certain"
TBUK1057,TBUK5_010,0.1553,True,"blocks, building, point, flats"
TBUK4_218,TBUK4_245,0.1553,False,"residents, housing, tarling, council"
WESA_5_2_03,WESA_5_2_06,0.1553,False,"damp, condensation, flats, hunslet grange"
TBUK4_225,TBUK4_226,0.1553,False,"ledbury, towers, residents, ledbury towers"
TBUK4_113,IMG_0041,0.1553,True,"floor, shear, reinforcement, panels"
TBUK4_216,WESA_8_1_03,0.1553,True,"point inquiry, built, blocks, tower"
TBUK4_007,TBUK4_178,0.1553,False,"rpg, report, ab, options"
NTBTC_04,VF_NEW_728_005,0.1553,True,"ronan point, ronan, point, newham"
TBUK15_007,TBUK15_012,0.1553,False,"survey, dry, safety, blocks"
TBUK4_208,TBUK5_012,0.1553,True,"residents, southwark, letter, ledbury"
TBUK4_229,WESA_13_1_023,0.1553,True,"mr, ronan, ronan point, point"
TBUK4_181,TBUK4_218,0.1553,False,"option, appraisal, residents, costs"
TBUK4_084,TBUK4_151,0.1553,False,"council, homes, towers, ledbury"
VF_NEW_728_003,WESA_2_6_02,0.1553,True,"tenants, ronan point, ronan, point"
WESA_13_1_049,WESA_13_1_059,0.1553,False,"goodfellow, mr, sir, yes"
TBUK2_001,WESA_4_8_03,0.1553,True,"tenants, tower, block, tower blocks"
TBUK4_029,TBUK4_185,0.1553,False,"wall, ab, floor, mt"
TBUK4_029,WESA_13_1_016,0.1553,True,"bedroom, building, plan, standards"
TBUK2_010,TBUK4_212,0.1553,True,"blocks, tower, council, tower blocks"
TBUK4_049,TBUK4_083,0.1553,False,"blocks, residents, structural, estate"
TBUK4_031,TBUK4_178,0.1553,False,"rpg, report, ab, options"
TBUK4_221,TBUK4_236,0.1552,False,"residents, ledbury, estate, southwark"
TBUK1003,WESA_13_1_021,0.1552,True,"ronan, ronan point, point, tenants"
TBUK4_157,TBUK5_003,0.1552,True,"tenants, tenant, organisations, issues"
TBUK15_033,IMG_0171,0.1552,True,"borough, london, tower, london borough"
WESA_1_10_07,WESA_1_7_01,0.1552,True,"blue, sam, press, ronan point"
TBUK1041,WESA_13_1_021,0.1552,True,"ronan, ronan point, point, tower"
TBUK4_137,TBUK4_235,0.1552,False,"residents, compensation, safe, rent"
TBUK12_002,WESA4_1_ 04,0.1552,True,"tenants, flats, estates, council"
NTBTC_07,WESA_2_1_02,0.1552,True,"flats, panels, tenants, building"
TBUK4_139,NTBTC_04,0.1552,True,"ronan point, ronan, point, mr"
